기준일자,승차_호선,승차_역,하차_호선,하차_역,일반_승객수,승차 가능,하차 가능,기동카 사용 가능,환승 여부
20230331,2호선,강남,2호선,잠실,6699,O,O,O,X
20230331,2호선,잠실,2호선,강남,6243,O,O,O,X
20230331,2호선,삼성,2호선,잠실,4489,O,O,O,X
20230331,2호선,신림,2호선,강남,3992,O,O,O,X
20230331,2호선,강남,2호선,신림,3868,O,O,O,X
20230331,2호선,잠실,2호선,삼성,3761,O,O,O,X
20230331,2호선,강남,2호선,서울대입구,3633,O,O,O,X
20230331,2호선,선릉,2호선,잠실,3583,O,O,O,X
20230331,2호선,서울대입구,2호선,강남,3553,O,O,O,X
20230331,2호선,삼성,2호선,강남,3455,O,O,O,X
20230331,2호선,잠실,2호선,역삼,3259,O,O,O,X
20230331,2호선,선릉,2호선,강남,3195,O,O,O,X
20230331,2호선,역삼,2호선,잠실,3125,O,O,O,X
20230331,2호선,을지로입구,2호선,홍대입구,3087,O,O,O,X
20230331,2호선,강남,2호선,사당,3044,O,O,O,X
20230331,2호선,잠실,2호선,선릉,3038,O,O,O,X
20230331,2호선,잠실,2호선,강변,2963,O,O,O,X
20230331,2호선,강변,2호선,잠실,2960,O,O,O,X
20230331,2호선,홍대입구,2호선,을지로입구,2946,O,O,O,X
20230331,2호선,강남,2호선,삼성,2870,O,O,O,X
20230331,2호선,잠실,2호선,건대입구,2669,O,O,O,X
20230331,2호선,강남,2호선,선릉,2662,O,O,O,X
20230331,2호선,구로디지털단지,2호선,강남,2534,O,O,O,X
20230331,2호선,강남,2호선,구로디지털단지,2486,O,O,O,X
20230331,2호선,신림,2호선,역삼,2420,O,O,O,X
20230331,2호선,건대입구,2호선,잠실,2318,O,O,O,X
20230331,2호선,서울대입구,2호선,역삼,2150,O,O,O,X
20230331,2호선,잠실,2호선,사당,2146,O,O,O,X
20230331,1호선,종각,1호선,서울,2138,O,O,O,X
20230331,2호선,잠실,2호선,잠실새내,2129,O,O,O,X
20230331,2호선,낙성대,2호선,강남,2047,O,O,O,X
20230331,2호선,사당,2호선,강남,2024,O,O,O,X
20230331,2호선,구로디지털단지,2호선,홍대입구,2016,O,O,O,X
20230331,2호선,강남,2호선,낙성대,2000,O,O,O,X
20230331,2호선,선릉,2호선,사당,1987,O,O,O,X
20230331,2호선,성수,2호선,잠실,1978,O,O,O,X
20230331,2호선,잠실,2호선,성수,1965,O,O,O,X
20230331,2호선,신림,2호선,삼성,1951,O,O,O,X
20230331,2호선,삼성,2호선,사당,1916,O,O,O,X
20230331,2호선,신림,2호선,선릉,1889,O,O,O,X
20230331,9호선,여의도,9호선,신논현,1882,O,O,O,X
20230331,2호선,역삼,2호선,신림,1876,O,O,O,X
20230331,2호선,을지로입구,2호선,신촌,1845,O,O,O,X
20230331,2호선,사당,2호선,서울대입구,1839,O,O,O,X
20230331,2호선,신촌,2호선,을지로입구,1828,O,O,O,X
20230331,2호선,사당,2호선,신림,1816,O,O,O,X
20230331,2호선,서울대입구,2호선,삼성,1813,O,O,O,X
20230331,2호선,서울대입구,2호선,선릉,1810,O,O,O,X
20230331,2호선,홍대입구,2호선,구로디지털단지,1794,O,O,O,X
20230331,9호선,여의도,9호선,당산,1754,O,O,O,X
20230331,7호선,광명사거리,7호선,가산디지털단지,1748,O,O,O,X
20230331,5호선,화곡,5호선,발산,1740,O,O,O,X
20230331,2호선,잠실,2호선,신림,1736,O,O,O,X
20230331,5호선,까치산,5호선,발산,1727,O,O,O,X
20230331,2호선,선릉,2호선,신림,1714,O,O,O,X
20230331,2호선,구로디지털단지,2호선,합정,1714,O,O,O,X
20230331,2호선,홍대입구,2호선,신도림,1707,O,O,O,X
20230331,1호선,시청,1호선,서울,1702,O,O,O,X
20230331,9호선,신논현,9호선,여의도,1701,O,O,O,X
20230331,2호선,잠실,2호선,서울대입구,1700,O,O,O,X
20230331,9호선,당산,9호선,여의도,1698,O,O,O,X
20230331,2호선,강변,2호선,강남,1690,O,O,O,X
20230331,1호선,서울,1호선,종각,1667,O,O,O,X
20230331,2호선,삼성,2호선,신림,1654,O,O,O,X
20230331,2호선,신촌,2호선,홍대입구,1651,O,O,O,X
20230331,2호선,역삼,2호선,사당,1649,O,O,O,X
20230331,3호선,양재,3호선,고속터미널,1649,O,O,O,X
20230331,2호선,잠실새내,2호선,잠실,1648,O,O,O,X
20230331,2호선,강남,2호선,강변,1641,O,O,O,X
20230331,2호선,서울대입구,2호선,잠실,1640,O,O,O,X
20230331,4호선,수유,4호선,노원,1638,O,O,O,X
20230331,2호선,선릉,2호선,서울대입구,1631,O,O,O,X
20230331,2호선,시청,2호선,홍대입구,1625,O,O,O,X
20230331,2호선,삼성,2호선,서울대입구,1618,O,O,O,X
20230331,2호선,역삼,2호선,서울대입구,1604,O,O,O,X
20230331,2호선,을지로입구,2호선,잠실,1574,O,O,O,X
20230331,2호선,교대,2호선,잠실,1571,O,O,O,X
20230331,2호선,신림,2호선,구로디지털단지,1535,O,O,O,X
20230331,4호선,노원,4호선,수유,1528,O,O,O,X
20230331,2호선,구로디지털단지,2호선,신도림,1527,O,O,O,X
20230331,2호선,신도림,2호선,구로디지털단지,1526,O,O,O,X
20230331,2호선,잠실,2호선,잠실,1520,O,O,O,X
20230331,2호선,봉천,2호선,강남,1516,O,O,O,X
20230331,7호선,가산디지털단지,7호선,광명사거리,1513,O,O,O,X
20230331,2호선,홍대입구,2호선,신촌,1491,O,O,O,X
20230331,2호선,서울대입구,2호선,신림,1485,O,O,O,X
20230331,2호선,구로디지털단지,2호선,역삼,1485,O,O,O,X
20230331,2호선,구로디지털단지,2호선,신림,1474,O,O,O,X
20230331,2호선,신도림,2호선,홍대입구,1470,O,O,O,X
20230331,2호선,강변,2호선,건대입구,1470,O,O,O,X
20230331,2호선,잠실,2호선,구로디지털단지,1456,O,O,O,X
20230331,3호선,고속터미널,3호선,양재,1452,O,O,O,X
20230331,2호선,신림,2호선,잠실,1436,O,O,O,X
20230331,5호선,화곡,5호선,여의도,1430,O,O,O,X
20230331,2호선,구로디지털단지,2호선,잠실,1428,O,O,O,X
20230331,5호선,발산,5호선,까치산,1424,O,O,O,X
20230331,2호선,을지로3가,2호선,홍대입구,1421,O,O,O,X
20230331,2호선,강남,2호선,신도림,1419,O,O,O,X
20230331,2호선,잠실,2호선,홍대입구,1419,O,O,O,X
20230331,2호선,뚝섬,2호선,잠실,1411,O,O,O,X
20230331,1호선,서울,1호선,시청,1411,O,O,O,X
20230331,2호선,강변,2호선,삼성,1402,O,O,O,X
20230331,2호선,강남,2호선,봉천,1399,O,O,O,X
20230331,2호선,신림,2호선,서울대입구,1396,O,O,O,X
20230331,2호선,잠실,2호선,교대,1394,O,O,O,X
20230331,2호선,사당,2호선,구로디지털단지,1392,O,O,O,X
20230331,2호선,건대입구,2호선,강변,1390,O,O,O,X
20230331,2호선,신도림,2호선,강남,1386,O,O,O,X
20230331,1호선,서울,1호선,용산,1383,O,O,O,X
20230331,9호선,봉은사,9호선,신논현,1376,O,O,O,X
20230331,2호선,합정,2호선,구로디지털단지,1367,O,O,O,X
20230331,2호선,역삼,2호선,삼성,1349,O,O,O,X
20230331,2호선,강남,2호선,잠실새내,1341,O,O,O,X
20230331,9호선,신논현,9호선,봉은사,1335,O,O,O,X
20230331,2호선,구로디지털단지,2호선,선릉,1333,O,O,O,X
20230331,2호선,신대방,2호선,강남,1322,O,O,O,X
20230331,2호선,교대,2호선,강남,1315,O,O,O,X
20230331,2호선,잠실,2호선,을지로입구,1313,O,O,O,X
20230331,2호선,강남,2호선,건대입구,1310,O,O,O,X
20230331,2호선,을지로입구,2호선,합정,1309,O,O,O,X
20230331,2호선,강남,2호선,역삼,1309,O,O,O,X
20230331,2호선,삼성,2호선,강변,1308,O,O,O,X
20230331,2호선,구로디지털단지,2호선,삼성,1303,O,O,O,X
20230331,2호선,잠실새내,2호선,강남,1303,O,O,O,X
20230331,5호선,발산,5호선,화곡,1301,O,O,O,X
20230331,2호선,서초,2호선,잠실,1300,O,O,O,X
20230331,2호선,강변,2호선,성수,1298,O,O,O,X
20230331,4호선,명동,4호선,서울,1295,O,O,O,X
20230331,8호선,암사,8호선,잠실,1292,O,O,O,X
20230331,2호선,사당,2호선,잠실,1289,O,O,O,X
20230331,2호선,강남,2호선,신대방,1286,O,O,O,X
20230331,9호선,염창,9호선,여의도,1280,O,O,O,X
20230331,2호선,서울대입구,2호선,사당,1276,O,O,O,X
20230331,2호선,신림,2호선,홍대입구,1271,O,O,O,X
20230331,2호선,강남,2호선,교대,1261,O,O,O,X
20230331,2호선,서초,2호선,강남,1258,O,O,O,X
20230331,7호선,천왕,7호선,가산디지털단지,1255,O,O,O,X
20230331,2호선,신림,2호선,사당,1254,O,O,O,X
20230331,2호선,역삼,2호선,구로디지털단지,1254,O,O,O,X
20230331,2호선,홍대입구,2호선,신림,1252,O,O,O,X
20230331,2호선,홍대입구,2호선,을지로3가,1250,O,O,O,X
20230331,4호선,사당,2호선,강남,1247,O,O,O,O
20230331,2호선,구로디지털단지,2호선,당산,1241,O,O,O,X
20230331,2호선,뚝섬,2호선,건대입구,1230,O,O,O,X
20230331,1호선,용산,1호선,서울,1224,O,O,O,X
20230331,2호선,합정,2호선,신도림,1216,O,O,O,X
20230331,2호선,합정,2호선,을지로입구,1211,O,O,O,X
20230331,5호선,여의도,5호선,화곡,1211,O,O,O,X
20230331,2호선,홍대입구,2호선,잠실,1207,O,O,O,X
20230331,2호선,낙성대,2호선,역삼,1197,O,O,O,X
20230331,8호선,문정,8호선,잠실,1197,O,O,O,X
20230331,8호선,잠실,8호선,천호,1196,O,O,O,X
20230331,9호선,여의도,9호선,염창,1192,O,O,O,X
20230331,1호선,서울,4호선,명동,1192,O,O,O,O
20230331,8호선,천호,8호선,잠실,1192,O,O,O,X
20230331,2호선,서울대입구,2호선,교대,1189,O,O,O,X
20230331,2호선,역삼,2호선,강남,1184,O,O,O,X
20230331,2호선,선릉,2호선,구로디지털단지,1183,O,O,O,X
20230331,2호선,신림,2호선,교대,1178,O,O,O,X
20230331,2호선,서울대입구,2호선,구로디지털단지,1176,O,O,O,X
20230331,4호선,동대문역사문화공원,4호선,명동,1171,O,O,O,X
20230331,2호선,잠실,2호선,뚝섬,1171,O,O,O,X
20230331,2호선,신도림,2호선,합정,1164,O,O,O,X
20230331,2호선,교대,2호선,서울대입구,1162,O,O,O,X
20230331,2호선,삼성,2호선,역삼,1161,O,O,O,X
20230331,2호선,교대,2호선,신림,1157,O,O,O,X
20230331,2호선,성수,2호선,강변,1155,O,O,O,X
20230331,2호선,교대,2호선,사당,1146,O,O,O,X
20230331,2호선,삼성,2호선,구로디지털단지,1141,O,O,O,X
20230331,8호선,잠실,8호선,암사,1140,O,O,O,X
20230331,7호선,온수,7호선,가산디지털단지,1135,O,O,O,X
20230331,2호선,이대,2호선,홍대입구,1134,O,O,O,X
20230331,2호선,건대입구,2호선,강남,1133,O,O,O,X
20230331,2호선,구의,2호선,강남,1124,O,O,O,X
20230331,2호선,강남,2호선,구의,1122,O,O,O,X
20230331,3호선,양재,3호선,수서,1118,O,O,O,X
20230331,2호선,구로디지털단지,2호선,서울대입구,1118,O,O,O,X
20230331,5호선,여의도,5호선,오목교,1108,O,O,O,X
20230331,2호선,방배,2호선,강남,1106,O,O,O,X
20230331,2호선,을지로입구,2호선,당산,1102,O,O,O,X
20230331,3호선,신사,3호선,고속터미널,1101,O,O,O,X
20230331,5호선,까치산,5호선,여의도,1094,O,O,O,X
20230331,4호선,혜화,4호선,수유,1093,O,O,O,X
20230331,2호선,강변,2호선,선릉,1092,O,O,O,X
20230331,2호선,구의,2호선,삼성,1085,O,O,O,X
20230331,2호선,사당,2호선,선릉,1084,O,O,O,X
20230331,2호선,낙성대,2호선,선릉,1079,O,O,O,X
20230331,2호선,홍대입구,2호선,합정,1078,O,O,O,X
20230331,2호선,신도림,2호선,신림,1076,O,O,O,X
20230331,5호선,화곡,5호선,오목교,1075,O,O,O,X
20230331,4호선,쌍문,4호선,노원,1075,O,O,O,X
20230331,2호선,구의,2호선,성수,1071,O,O,O,X
20230331,9호선,가양,9호선,여의도,1071,O,O,O,X
20230331,2호선,당산,2호선,을지로입구,1069,O,O,O,X
20230331,9호선,여의도,9호선,가양,1064,O,O,O,X
20230331,2호선,사당,2호선,역삼,1060,O,O,O,X
20230331,2호선,합정,2호선,홍대입구,1059,O,O,O,X
20230331,9호선,신논현,9호선,노량진,1059,O,O,O,X
20230331,2호선,당산,2호선,구로디지털단지,1057,O,O,O,X
20230331,2호선,잠실,2호선,구의,1052,O,O,O,X
20230331,9호선,여의도,9호선,노량진,1045,O,O,O,X
20230331,2호선,신촌,2호선,잠실,1045,O,O,O,X
20230331,2호선,선릉,2호선,역삼,1045,O,O,O,X
20230331,9호선,신논현,9호선,염창,1037,O,O,O,X
20230331,2호선,신림,2호선,서초,1037,O,O,O,X
20230331,8호선,장지,8호선,잠실,1036,O,O,O,X
20230331,5호선,광화문,5호선,여의도,1032,O,O,O,X
20230331,3호선,연신내,3호선,안국,1031,O,O,O,X
20230331,9호선,노량진,9호선,여의도,1030,O,O,O,X
20230331,2호선,강변,2호선,역삼,1030,O,O,O,X
20230331,5호선,오목교,5호선,여의도,1029,O,O,O,X
20230331,5호선,여의도,5호선,광화문,1028,O,O,O,X
20230331,2호선,강남,2호선,서초,1026,O,O,O,X
20230331,9호선,노량진,9호선,신논현,1025,O,O,O,X
20230331,5호선,여의도,5호선,목동,1025,O,O,O,X
20230331,9호선,신논현,9호선,고속터미널,1014,O,O,O,X
20230331,2호선,봉천,2호선,역삼,1013,O,O,O,X
20230331,2호선,신촌,2호선,합정,1011,O,O,O,X
20230331,2호선,사당,2호선,삼성,1010,O,O,O,X
20230331,2호선,강남,2호선,방배,1009,O,O,O,X
20230331,3호선,수서,3호선,양재,1009,O,O,O,X
20230331,2호선,홍대입구,2호선,시청,1008,O,O,O,X
20230331,2호선,시청,2호선,잠실,1004,O,O,O,X
20230331,2호선,선릉,2호선,강변,1001,O,O,O,X
20230331,2호선,신림,2호선,합정,996,O,O,O,X
20230331,2호선,이대,2호선,을지로입구,994,O,O,O,X
20230331,2호선,신림,2호선,신도림,992,O,O,O,X
20230331,9호선,염창,9호선,신논현,985,O,O,O,X
20230331,3호선,고속터미널,3호선,남부터미널,983,O,O,O,X
20230331,2호선,선릉,2호선,교대,983,O,O,O,X
20230331,4호선,수유,4호선,혜화,982,O,O,O,X
20230331,3호선,남부터미널,3호선,고속터미널,982,O,O,O,X
20230331,5호선,광화문,5호선,여의나루,981,O,O,O,X
20230331,5호선,오목교,5호선,화곡,978,O,O,O,X
20230331,2호선,강남,2호선,홍대입구,965,O,O,O,X
20230331,2호선,합정,2호선,신림,959,O,O,O,X
20230331,2호선,동대문역사문화공원,2호선,홍대입구,959,O,O,O,X
20230331,3호선,압구정,3호선,고속터미널,958,O,O,O,X
20230331,2호선,성수,2호선,건대입구,957,O,O,O,X
20230331,2호선,신림,2호선,방배,956,O,O,O,X
20230331,5호선,목동,5호선,여의도,956,O,O,O,X
20230331,2호선,구로디지털단지,2호선,문래,955,O,O,O,X
20230331,경의중앙선,회기,1호선,종각,955,O,O,O,O
20230331,4호선,수유,4호선,창동,954,O,O,O,X
20230331,2호선,을지로입구,2호선,이대,953,O,O,O,X
20230331,7호선,가산디지털단지,7호선,천왕,952,O,O,O,X
20230331,3호선,고속터미널,3호선,신사,950,O,O,O,X
20230331,2호선,신촌,2호선,신도림,949,O,O,O,X
20230331,2호선,서울대입구,2호선,서초,949,O,O,O,X
20230331,2호선,낙성대,2호선,삼성,947,O,O,O,X
20230331,9호선,신논현,9호선,당산,946,O,O,O,X
20230331,5호선,광화문,5호선,공덕,945,O,O,O,X
20230331,4호선,명동,4호선,동대문역사문화공원,943,O,O,O,X
20230331,2호선,홍대입구,2호선,동대문역사문화공원,942,O,O,O,X
20230331,2호선,역삼,2호선,선릉,938,O,O,O,X
20230331,2호선,구로디지털단지,2호선,영등포구청,938,O,O,O,X
20230331,5호선,여의도,5호선,까치산,937,O,O,O,X
20230331,2호선,교대,2호선,선릉,929,O,O,O,X
20230331,2호선,교대,2호선,삼성,923,O,O,O,X
20230331,2호선,잠실,2호선,신촌,922,O,O,O,X
20230331,경의중앙선,회기,1호선,서울,922,O,O,O,O
20230331,1호선,서울,1호선,영등포,917,O,O,O,X
20230331,2호선,구로디지털단지,2호선,사당,917,O,O,O,X
20230331,2호선,성수,2호선,구의,914,O,O,O,X
20230331,7호선,가산디지털단지,7호선,온수,912,O,O,O,X
20230331,1호선,영등포,1호선,서울,910,O,O,O,X
20230331,2호선,성수,2호선,홍대입구,908,O,O,O,X
20230331,5호선,하남시청,5호선,미사,908,X,O,X,X
20230331,4호선,쌍문,4호선,혜화,908,O,O,O,X
20230331,4호선,혜화,4호선,쌍문,904,O,O,O,X
20230331,2호선,잠실,2호선,서초,903,O,O,O,X
20230331,2호선,잠실,2호선,낙성대,903,O,O,O,X
20230331,2호선,사당,2호선,낙성대,901,O,O,O,X
20230331,2호선,구의,2호선,잠실,900,O,O,O,X
20230331,4호선,사당,2호선,선릉,899,O,O,O,O
20230331,5호선,화곡,5호선,광화문,897,O,O,O,X
20230331,4호선,혜화,4호선,노원,896,O,O,O,X
20230331,1호선,시청,1호선,용산,895,O,O,O,X
20230331,2호선,삼성,2호선,교대,892,O,O,O,X
20230331,2호선,서초,2호선,신림,892,O,O,O,X
20230331,5호선,화곡,5호선,마곡,892,O,O,O,X
20230331,4호선,사당,2호선,역삼,891,O,O,O,O
20230331,2호선,선릉,2호선,낙성대,888,O,O,O,X
20230331,5호선,광화문,5호선,오목교,888,O,O,O,X
20230331,2호선,삼성,2호선,구의,886,O,O,O,X
20230331,5호선,공덕,5호선,광화문,885,O,O,O,X
20230331,2호선,건대입구,2호선,뚝섬,883,O,O,O,X
20230331,2호선,대림,2호선,강남,881,O,O,O,X
20230331,2호선,구로디지털단지,2호선,신촌,880,O,O,O,X
20230331,4호선,미아사거리,4호선,노원,880,O,O,O,X
20230331,4호선,사당,2호선,삼성,878,O,O,O,O
20230331,3호선,안국,3호선,연신내,877,O,O,O,X
20230331,1호선,종로5가,1호선,서울,872,O,O,O,X
20230331,2호선,건대입구,2호선,구의,871,O,O,O,X
20230331,9호선,당산,9호선,신논현,870,O,O,O,X
20230331,3호선,교대,3호선,고속터미널,870,O,O,O,X
20230331,4호선,창동,4호선,수유,870,O,O,O,X
20230331,3호선,고속터미널,3호선,압구정,868,O,O,O,X
20230331,9호선,국회의사당,9호선,당산,866,O,O,O,X
20230331,2호선,역삼,2호선,낙성대,865,O,O,O,X
20230331,2호선,구로디지털단지,2호선,을지로입구,865,O,O,O,X
20230331,7호선,광명사거리,7호선,남구로,865,O,O,O,X
20230331,2호선,삼성,2호선,잠실새내,864,O,O,O,X
20230331,3호선,경복궁,3호선,안국,864,O,O,O,X
20230331,2호선,신도림,2호선,신촌,863,O,O,O,X
20230331,3호선,남부터미널,3호선,양재,858,O,O,O,X
20230331,2호선,서초,2호선,삼성,858,O,O,O,X
20230331,2호선,문래,2호선,구로디지털단지,858,O,O,O,X
20230331,2호선,강남,3호선,고속터미널,857,O,O,O,O
20230331,4호선,노원,4호선,쌍문,851,O,O,O,X
20230331,9호선,신논현,9호선,선정릉,851,O,O,O,X
20230331,5호선,미사,5호선,하남시청,851,X,O,X,X
20230331,2호선,봉천,2호선,삼성,851,O,O,O,X
20230331,7호선,가산디지털단지,7호선,철산,849,O,O,O,X
20230331,9호선,고속터미널,9호선,신논현,848,O,O,O,X
20230331,4호선,미아사거리,4호선,수유,848,O,O,O,X
20230331,2호선,구의,2호선,건대입구,847,O,O,O,X
20230331,2호선,성수,2호선,강남,839,O,O,O,X
20230331,2호선,삼성,2호선,건대입구,839,O,O,O,X
20230331,3호선,녹번,3호선,안국,835,O,O,O,X
20230331,2호선,강남,2호선,대림,834,O,O,O,X
20230331,4호선,상계,4호선,수유,833,O,O,O,X
20230331,2호선,홍대입구,2호선,강남,832,O,O,O,X
20230331,8호선,잠실,8호선,문정,832,O,O,O,X
20230331,2호선,낙성대,2호선,잠실,832,O,O,O,X
20230331,4호선,사당,2호선,잠실,830,O,O,O,O
20230331,2호선,서울대입구,2호선,홍대입구,829,O,O,O,X
20230331,2호선,서초,2호선,서울대입구,828,O,O,O,X
20230331,2호선,신도림,2호선,역삼,827,O,O,O,X
20230331,2호선,신촌,2호선,구로디지털단지,827,O,O,O,X
20230331,2호선,홍대입구,2호선,이대,825,O,O,O,X
20230331,1호선,종각,경의중앙선,회기,824,O,O,O,O
20230331,1호선,종각,1호선,용산,823,O,O,O,X
20230331,2호선,건대입구,2호선,성수,821,O,O,O,X
20230331,3호선,연신내,3호선,경복궁,821,O,O,O,X
20230331,9호선,여의도,9호선,고속터미널,821,O,O,O,X
20230331,9호선,신논현,9호선,석촌,821,O,O,O,X
20230331,2호선,신대방,2호선,역삼,820,O,O,O,X
20230331,5호선,오목교,5호선,광화문,819,O,O,O,X
20230331,2호선,시청,2호선,신촌,814,O,O,O,X
20230331,2호선,역삼,2호선,강변,812,O,O,O,X
20230331,2호선,강변,2호선,뚝섬,810,O,O,O,X
20230331,2호선,구의,2호선,역삼,809,O,O,O,X
20230331,2호선,건대입구,2호선,홍대입구,809,O,O,O,X
20230331,2호선,을지로입구,2호선,건대입구,806,O,O,O,X
20230331,3호선,연신내,3호선,구파발,803,O,O,O,X
20230331,2호선,홍대입구,2호선,성수,802,O,O,O,X
20230331,2호선,봉천,2호선,선릉,800,O,O,O,X
20230331,2호선,영등포구청,2호선,구로디지털단지,799,O,O,O,X
20230331,7호선,남구로,7호선,광명사거리,798,O,O,O,X
20230331,2호선,신도림,2호선,을지로입구,797,O,O,O,X
20230331,9호선,선정릉,9호선,신논현,797,O,O,O,X
20230331,2호선,삼성,2호선,낙성대,797,O,O,O,X
20230331,7호선,신대방삼거리,7호선,가산디지털단지,797,O,O,O,X
20230331,3호선,구파발,3호선,안국,796,O,O,O,X
20230331,2호선,서초,2호선,사당,795,O,O,O,X
20230331,2호선,을지로입구,2호선,구로디지털단지,795,O,O,O,X
20230331,7호선,신중동,7호선,가산디지털단지,795,X,O,X,X
20230331,2호선,낙성대,2호선,신림,794,O,O,O,X
20230331,7호선,철산,7호선,가산디지털단지,792,O,O,O,X
20230331,7호선,가산디지털단지,7호선,신중동,790,O,O,O,X
20230331,4호선,수유,4호선,상계,789,O,O,O,X
20230331,2호선,을지로3가,2호선,잠실,788,O,O,O,X
20230331,5호선,광화문,5호선,목동,786,O,O,O,X
20230331,3호선,구파발,3호선,경복궁,784,O,O,O,X
20230331,2호선,강남,2호선,성수,783,O,O,O,X
20230331,3호선,양재,3호선,남부터미널,782,O,O,O,X
20230331,2호선,합정,2호선,신촌,781,O,O,O,X
20230331,2호선,방배,2호선,신림,781,O,O,O,X
20230331,2호선,홍대입구,2호선,서울대입구,777,O,O,O,X
20230331,4호선,노원,4호선,미아사거리,774,O,O,O,X
20230331,8호선,잠실,8호선,장지,774,O,O,O,X
20230331,2호선,구의,2호선,선릉,773,O,O,O,X
20230331,5호선,까치산,5호선,마곡,770,O,O,O,X
20230331,2호선,신림,2호선,낙성대,767,O,O,O,X
20230331,9호선,당산,9호선,국회의사당,765,O,O,O,X
20230331,3호선,고속터미널,2호선,강남,764,O,O,O,O
20230331,2호선,선릉,2호선,삼성,764,O,O,O,X
20230331,2호선,신도림,2호선,삼성,763,O,O,O,X
20230331,7호선,상봉,7호선,청담,763,O,O,O,X
20230331,5호선,신정,5호선,여의도,763,O,O,O,X
20230331,5호선,마곡,5호선,화곡,762,O,O,O,X
20230331,5호선,광화문,5호선,화곡,762,O,O,O,X
20230331,1호선,청량리,1호선,서울,762,O,O,O,X
20230331,2호선,사당,2호선,신도림,760,O,O,O,X
20230331,9호선,노량진,1호선,서울,760,O,O,O,O
20230331,2호선,신도림,5호선,까치산,759,O,O,O,O
20230331,5호선,오목교,5호선,발산,756,O,O,O,X
20230331,3호선,경복궁,3호선,구파발,754,O,O,O,X
20230331,2호선,방배,2호선,잠실,752,O,O,O,X
20230331,4호선,수유,4호선,충무로,752,O,O,O,X
20230331,5호선,발산,5호선,오목교,751,O,O,O,X
20230331,5호선,여의도,5호선,공덕,749,O,O,O,X
20230331,2호선,잠실새내,2호선,역삼,745,O,O,O,X
20230331,1호선,서울,1호선,서울,745,O,O,O,X
20230331,7호선,신풍,7호선,가산디지털단지,743,O,O,O,X
20230331,2호선,잠실,2호선,동대문역사문화공원,742,O,O,O,X
20230331,5호선,서대문,5호선,여의도,742,O,O,O,X
20230331,2호선,을지로입구,2호선,신도림,739,O,O,O,X
20230331,2호선,시청,2호선,합정,739,O,O,O,X
20230331,9호선,신논현,9호선,가양,739,O,O,O,X
20230331,2호선,홍대입구,2호선,을지로4가,738,O,O,O,X
20230331,9호선,가양,9호선,신논현,738,O,O,O,X
20230331,8호선,암사,8호선,문정,737,O,O,O,X
20230331,2호선,삼성,2호선,선릉,736,O,O,O,X
20230331,2호선,잠실,2호선,방배,732,O,O,O,X
20230331,2호선,구로디지털단지,2호선,교대,732,O,O,O,X
20230331,2호선,서초,2호선,선릉,732,O,O,O,X
20230331,4호선,혜화,4호선,서울,732,O,O,O,X
20230331,2호선,아현,2호선,을지로입구,730,O,O,O,X
20230331,9호선,석촌,9호선,신논현,729,O,O,O,X
20230331,4호선,미아사거리,4호선,혜화,729,O,O,O,X
20230331,7호선,부천시청,7호선,가산디지털단지,728,X,O,X,X
20230331,2호선,신도림,2호선,선릉,725,O,O,O,X
20230331,2호선,뚝섬,2호선,강변,723,O,O,O,X
20230331,5호선,여의나루,2호선,홍대입구,723,O,O,O,O
20230331,2호선,잠실새내,2호선,삼성,723,O,O,O,X
20230331,2호선,교대,2호선,구로디지털단지,723,O,O,O,X
20230331,2호선,잠실,2호선,신도림,722,O,O,O,X
20230331,7호선,군자,7호선,청담,722,O,O,O,X
20230331,9호선,등촌,9호선,여의도,718,O,O,O,X
20230331,4호선,성신여대입구,4호선,수유,717,O,O,O,X
20230331,2호선,을지로3가,2호선,신촌,717,O,O,O,X
20230331,2호선,서울대입구,2호선,방배,716,O,O,O,X
20230331,4호선,쌍문,4호선,충무로,716,O,O,O,X
20230331,2호선,교대,2호선,역삼,715,O,O,O,X
20230331,5호선,목동,5호선,광화문,713,O,O,O,X
20230331,1호선,서울,1호선,종로5가,712,O,O,O,X
20230331,4호선,성신여대입구,4호선,혜화,712,O,O,O,X
20230331,2호선,잠실새내,2호선,선릉,711,O,O,O,X
20230331,5호선,신정,5호선,발산,711,O,O,O,X
20230331,2호선,시청,2호선,당산,709,O,O,O,X
20230331,2호선,선릉,2호선,구의,707,O,O,O,X
20230331,2호선,구의,2호선,뚝섬,707,O,O,O,X
20230331,2호선,잠실,2호선,을지로3가,706,O,O,O,X
20230331,2호선,신대방,2호선,선릉,705,O,O,O,X
20230331,9호선,노량진,1호선,종각,705,O,O,O,O
20230331,4호선,충무로,4호선,수유,704,O,O,O,X
20230331,7호선,군자,7호선,학동,701,O,O,O,X
20230331,4호선,혜화,4호선,미아사거리,701,O,O,O,X
20230331,4호선,수유,4호선,미아사거리,701,O,O,O,X
20230331,8호선,남한산성입구,8호선,잠실,700,O,O,O,X
20230331,4호선,명동,4호선,수유,700,O,O,O,X
20230331,2호선,신림,3호선,양재,699,O,O,O,O
20230331,2호선,잠실,2호선,시청,699,O,O,O,X
20230331,8호선,문정,8호선,천호,698,O,O,O,X
20230331,2호선,문래,2호선,홍대입구,697,O,O,O,X
20230331,5호선,공덕,5호선,여의도,696,O,O,O,X
20230331,2호선,신대방,2호선,삼성,696,O,O,O,X
20230331,2호선,신도림,2호선,당산,695,O,O,O,X
